900|399001	|深证成指	|377418831	|40577852.52	|10386.54  |	10453.86	|12544.63	|8363.09	|10463.05	|10463.05	|T0    |11:19:36.550
900|399002	|深成指R	|96583308	|8205636.36	    |12743.08  |	12825.67	|15390.8 	|10260.54	|12836.94	|12836.94	|T0    |11:19:36.550
900|399003	|成份B指	|160475		|5135.58		|4817.03   |	4818.58		|5782.3 	|3854.86	|4836.89	|4836.89	|T0    |11:19:36.550	
900|399004	|深证100R   |39081598	|7962449.14	    |5819.43   |	5855.49		|7026.59	|4684.39	|5849.30	|5849.30	|T0    |11:19:36.550
900|399005	|中小板指	|177852965	|18116087.72	|6814.78   |	6850.29		|8220.35	|5480.23	|6851.49	|6851.49	|T0    |11:19:36.550	
900|399006	|创业板指	|102822082	|14250992.86	|1964.76   |	1981.24		|2377.49	|1584.99	|1997.14	|1997.14	|T0    |11:19:36.550	
900|399007	|深证300	|87245430	|14732279.48	|4420.77   |	4448.58		|5338.3 	|3558.86	|4450.07	|4450.07	|T0    |11:19:36.550	
900|399008	|中小300	|89155707	|11256137.11	|1302.78   |	1310.30		|1572.36	|1048.24	|1312.58	|1312.58	|T0    |11:19:36.550	
900|399009	|深证200	|48163831	|6769830.34	    |4094.59   |	4121.05		|4945.26	|3296.84	|4133.31	|4133.31	|T0    |11:19:36.550	
900|399010	|深证700	|146796898	|13921909.32	|6144.92   |	6181.14		|7417.37	|4944.91	|6217.44	|6217.44	|T0    |11:19:36.550	
900|399011	|深证1000   |234042328	|28654188.80	|4928.11   |	4958.49		|5950.19	|3966.79	|4968.88	|4968.88	|T0    |11:19:36.550
900|399012	|创业300	|56374708	|8933113.78	    |2815.36   |	2837.87		|3405.44	|2270.3		|2858.09	|2858.09	|T0    |11:19:36.550	
900|399013	|深市精选	|89844193	|14167568.29	|4590.94   |	4617.16		|5540.59	|3693.73	|4617.66	|4617.66	|T0    |11:19:36.550	
900|399015	|中小创新	|95370046	|8879293.68	    |2013.05   |	2022.69		|2427.23	|1618.15	|2037.61	|2037.61	|T0    |11:19:36.550	
900|399016	|深证创新	|29322750	|5769384.27	    |3269.40   |	3294.30		|3953.16	|2635.44	|3306.86	|3306.86	|T0    |11:19:36.550	
900|399017	|SME创新	|28473349	|5601305.70	    |2967.08   |	2987.69		|3585.23	|2390.15	|2995.91	|2995.91	|T0    |11:19:36.550	
900|399018	|创业创新	|15384859	|3050139.06	    |3765.21   |	3794.27		|4553.12	|3035.42	|3822.59	|3822.59	|T0    |11:19:36.550	
900|399088	|深创100	|28020544	|7525433.17	    |3004.13   |	3022.52		|3627.02	|2418.02	|3017.53	|3017.53	|T0    |11:19:36.550	
900|399100	|新指数	    |370861110	|40401285.08	|7935.52   |	7978.19		|9573.83	|6382.55	|7996.55	|7996.55	|T0    |11:19:36.550
900|399101	|中小板综	|177852965	|18116087.72	|9874.99   |	9921.60		|11905.92	|7937.28	|9949.14	|9949.14	|T0    |11:19:36.550	
900|399102	|创业板综	|102822082	|14250992.86	|2274.62   |	2288.96		|2746.75	|1831.17	|2305.08	|2305.08    |T0    |11:19:36.550	
900|399103	|乐富指数	|76381280	|902981.83	    |6230.98   |	6258.02		|7509.62	|5006.42	|6258.31	|6258.31	|T0    |11:19:36.550	
900|399106	|深证综指	|377418831	|40577852.52	|1740.65   |	1749.80		|2099.76	|1399.84	|1755.37	|1755.37	|T0    |11:19:36.550	
900|399107	|深证A指	|377258356	|40572716.94	|1821.37   |	1830.97		|2197.16	|1464.78	|1836.79	|1836.79	|T0    |11:19:36.550	
900|399108	|深证B指	|160475		|5135.58		|834.96    |	834.89		|1001.87	|667.91 	|838.34	    |838.34	    |T0    |11:19:36.550
900|399231	|农林牧渔	|7684882	|1017400.19	    |1738.14   |	1743.14		|2091.77	|1394.51	|1749.74	|1749.74	|T0    |11:19:36.550	
900|399232	|采矿业指	|2871284	|247403.34	    |1722.06   |	1727.02		|2072.42	|1381.62	|1741.13	|1741.13	|T0    |11:19:36.550	
900|399233	|制造业指	|238080063	|27630061.55	|2018.25   |	2028.43		|2434.12	|1622.74	|2028.83	|2028.83	|T0    |11:19:36.550	
900|399234	|水电煤气	|3711576	|171395.95	    |618.99    |	621.41		|745.69		|497.13 	|620.27	    |620.27	    |T0    |11:19:36.550
900|399235	|建筑业指	|5223334	|319921.16	    |1052.02   |	1055.87		|1267.04	|844.7  	|1057.95	|1057.95	|T0    |11:19:36.550	
900|399236	|批发零售	|15539642	|1113642.41	    |1407.95   |	1410.38		|1692.46	|1128.3 	|1428.33	|1428.33	|T0    |11:19:36.550	
900|399237	|运输仓储	|1937942	|198154.02	    |1082.72   |	1086.61		|1303.93	|869.29 	|1083.22	|1083.22	|T0    |11:19:36.550	
900|399238	|住宿餐饮	|1427315	|68671.78	    |1062.17   |	1065.85		|1279.02	|852.68 	|1090.72	|1090.72	|T0    |11:19:36.550	
900|399239	|信息技术	|47656951	|5740924.53	    |1955.66   |	1975.18		|2370.22	|1580.14	|2004.96	|2004.96	|T0    |11:19:36.550	
900|399240	|金融业指	|12438568	|1407599.13	    |1023.10   |	1033.02		|1239.62	|826.42 	|1034.54	|1034.54	|T0    |11:19:36.550	
900|399241	|房地产业	|7207884	|434459.12	    |2340.52   |	2352.69		|2823.23	|1882.15	|2335.76	|2335.76	|T0    |11:19:36.550	
900|399242	|商务服务	|10276872	|552144.37	    |906.63    |	915.62		|1098.74	|732.5  	|919.83	    |919.83	    |T0    |11:19:36.550
900|399243	|科研服务	|3577834	|392164.95	    |1850.80   |	1860.34		|2232.41	|1488.27	|1880.03	|1880.03	|T0    |11:19:36.550	
900|399244	|公共环保	|3953676	|300424.18	    |787.74    |	794.14		|952.97		|635.31 	|795.88	    |795.88	    |T0    |11:19:36.550
900|399248	|文化传播	|5968111	|389585.75	    |888.34    |	893.04		|1071.65	|714.43 	|897.69	    |897.69	    |T0    |11:19:36.550
900|399249	|综合类指	|1240750	|80503.52	    |729.74    |	730.97		|877.16		|584.78 	|729.24	    |729.24	    |T0    |11:19:36.550
900|399282	|大数据50   |14474510	|2630249.16	    |4783.69   |	4836.38		|5803.66	|3869.1 	|4873.75	|4873.75	|T0    |11:19:36.550
900|399283	|机器人50   |7619312	|710827.23	    |2370.54   |	2380.95		|2857.14	|1904.76	|2357.81	|2357.81	|T0    |11:19:36.550
900|399284	|AI50       |13909095	|2123820.99	    |3154.68   |	3180.54		|3816.65	|2544.43	|3177.31	|3177.31	|T0    |11:19:36.550
900|399285	|物联网50   |19050695	|2952800.57	    |3283.28   |	3311.04		|3973.25	|2648.83	|3285.38	|3285.38	|T0    |11:19:36.550
900|399286	|区块链50   |22970609	|2514737.45	    |3194.40   |	3230.60		|3876.72	|2584.48	|3254.10	|3254.10	|T0    |11:19:36.550
900|399290	|深转交债	|357948		|479220.65	    |135.10    |	135.55		|162.66		|108.44 	|135.50	    |135.50	    |T0    |11:19:36.550
900|399292	|民企发展	|106302729	|9056193.05	    |1174.88   |	1182.10		|1418.52	|945.68 	|1191.80	|1191.80	|T0    |11:19:36.550	
