HEADER|MTP1.00 |   1258021|2387|        |XSHG01|2020-09-10 10:04:21.042|0|001
MD001|000001|上证指数|233454768	|24637630.72|2825.90      |2827.19		|2833.01 		|2789.98	      |	2796.63     |2796.63     |T0      |11:19:36.550
MD001|000002|A股指数 |233327914	|24631607.19|2961.54      |2962.89		|2969.02 		|2923.87	      |2930.86	    |2930.86	 |T0      |11:19:36.550
MD001|000003|B股指数 |126854	|27871092.34|217.53		  |219.71       |219.63 		|219.89  		  |217.45	    |217.63		 |T0      |11:19:36.550
MD001|000004|工业指数|145940285	|16100813.75|2309.14      |2309.61		|2314.59 		|2272.03	      |2277.20      |2277.20     |T0      |11:19:36.550
MD001|000005|商业指数|18361874	|2003879.98	|2763.62      |2765.06		|2765.06 		|2714.22	      |2719.92      |2719.92     |T0      |11:19:36.550
MD001|000006|地产指数|4117795	|313882.62	|6383.41      |6395.79		|6456.75 		|6311.36	      |6328.75      |6328.75     |T0      |11:19:36.550
MD001|000007|公用指数|17604059	|1166889.04	|4302.91      |4306.26		|4306.26 		|4244.70	      |4257.18      |4257.18     |T0      |11:19:36.550
MD001|000008|综合指数|47430755	|5052165.33	|2614.38      |2616.04		|2627.37 		|2596.86	      |2603.82      |2603.82     |T0      |11:19:36.550
MD001|000009|上证380 |48455912	|5415636.87	|4740.06      |4741.86		|4741.86 		|4648.21	      |4658.49	    |4658.49	 |T0      |11:19:36.550
MD001|000010|上证180 |60367307	|8391846.30	|8099.73      |8107.53		|8167.47 		|8036.85	      |8057.16	    |8057.16	 |T0      |11:19:36.550
MD001|000011|基金指数|112222151	|3777683.03	|6149.89      |6151.07		|6157.38 		|6085.00	      |6097.16      |6097.16     |T0      |11:19:36.550
MD001|000012|国债指数|617713	|63046.77	|181.94       |181.95 		|181.98  		|181.94	          |181.98	    |181.98	     |T0      |11:19:36.550
MD001|000013|企债指数|1065210	|88233.29	|243.08       |243.11 		|243.13  		|243.11	          |243.13	    |243.13	     |T0      |11:19:36.550
MD001|000015|红利指数|11623439	|936098.05	|2439.16      |2440.82		|2443.37 		|2410.34	      |2414.74      |2414.74     |T0      |11:19:36.550
MD001|000016|上证50  |25444794	|4352667.47	|2752.59      |2755.20		|2787.28 		|2742.52	      |2749.85	    |2749.85	 |T0      |11:19:36.550
MD001|000017|新综指  |230936928	|23497395.49|2387.97      |2389.06		|2394.00 		|2357.59	      |2363.23	    |2363.23	 |T0      |11:19:36.550
MD001|000018|180金融 |21055094	|2601019.63	|4939.90      |4946.45		|4981.79 		|4917.89	      |4931.81	    |4931.81	 |T0      |11:19:36.550
MD001|000019|治理指数|60289993	|6289908.14	|942.67       |943.92 		|949.92  		|935.87			  |938.37	    |938.37	     |T0      |11:19:36.550
MD001|000020|中型综指|44622566	|5053301.26	|1098.55      |1096.50		|1096.50 		|1068.24	      |1071.90      |1071.90     |T0      |11:19:36.550
MD001|000021|180治理 |35741496	|4408144.07	|867.87       |869.07 		|876.12  		|863.20			  |865.56		|865.56		 |T0      |11:19:36.550
MD001|000022|沪公司债|772743	|78412.99	|206.73       |206.76 		|206.79  		|206.76			  |206.79	    |206.79	     |T0      |11:19:36.550
MD001|000025|180基建 |7572647	|514558.16	|1534.27      |1534.72		|1534.75 		|1516.72	      |1519.62	    |1519.62	 |T0      |11:19:36.550
MD001|000026|180资源 |9379218	|783843.44	|1975.21      |1995.21		|1995.21 		|1956.68	      |1958.89	    |1958.89	 |T0      |11:19:36.550
MD001|000027|180运输 |1404333	|131456.67	|857.84       |859.40 		|861.44  		|851.00			  |854.21		|854.21		 |T0      |11:19:36.550
MD001|000028|180成长 |15120160	|3864044.02	|3697.32      |3699.32		|3737.55 		|3663.85	      |3675.83	    |3675.83	 |T0      |11:19:36.550
MD001|000029|180价值 |22025759	|2357542.41	|3628.93      |3634.50		|3652.60 		|3608.65	      |3618.58	    |3618.58	 |T0      |11:19:36.550
MD001|000030|180R成长|42935600	|7185489.89	|2255.12      |2256.25		|2279.23 		|2233.48	      |2240.09      |2240.09     |T0      |11:19:36.550
MD001|000031|180R价值|49841199	|5678988.28	|2658.94      |2662.91		|2670.06		|2636.77	      |2642.66      |2642.66     |T0      |11:19:36.550
MD001|000032|上证能源|7310435	|304070.82	|1059.09      |1057.07		|1057.07		|1043.94	      |1046.12      |1046.12     |T0      |11:19:36.550
MD001|000033|上证材料|16694112	|1381461.25	|1811.61      |1823.28		|1823.28		|1791.69	      |1797.64      |1797.64     |T0      |11:19:36.550
MD001|000034|上证工业|13108574	|1229659.30	|1933.56      |1934.19		|1941.55		|1912.02	      |1917.88      |1917.88     |T0      |11:19:36.550
MD001|000035|上证可选|6360961	|664422.22	|2117.23      |2121.06		|2130.06		|2085.97	      |2090.83      |2090.83     |T0      |11:19:36.550
MD001|000036|上证消费|5679073	|1295978.20	|11344.88     |11334.79		|11491.99		|11230.65		  |11269.09	    |11269.09	 |T0      |11:19:36.550
MD001|000037|上证医药|7908967	|1730351.03	|7342.83      |7339.82		|7445.17		|7229.28	      |7247.66      |7247.66     |T0      |11:19:36.550
MD001|000038|上证金融|11825724	|1870266.27	|4831.53      |4839.56		|4878.77		|4814.63	      |4832.15      |4832.15     |T0      |11:19:36.550
MD001|000039|上证信息|10143477	|2242079.84	|4456.30      |4444.07		|4444.07		|4255.92	      |4270.07      |4270.07     |T0      |11:19:36.550
MD001|000040|上证电信|7558349	|1039079.96	|3308.90      |3295.69		|3295.69		|3159.57	      |3174.86      |3174.86     |T0      |11:19:36.550
MD001|000041|上证公用|2796364	|155601.67	|1740.88      |1742.73		|1742.73		|1725.73	      |1728.26      |1728.26     |T0      |11:19:36.550
MD001|000042|上证央企|21208485	|2015524.87	|1376.64      |1378.12		|1381.20		|1364.80	      |1367.92      |1367.92     |T0      |11:19:36.550
MD001|000043|超大盘  |13518555	|2487960.94	|2314.47      |2316.58		|2331.62		|2292.86	      |2299.77	    |229.77	     |T0      |11:19:36.550
MD001|000044|上证中盘|34922513	|4039178.83	|3209.26      |3212.45		|3215.45		|3160.03	      |3167.61      |3167.61     |T0      |11:19:36.550
MD001|000045|上证小盘|63110482	|6279776.71	|3843.62      |3844.32		|3844.32		|3762.47	      |3770.54      |3770.54     |T0      |11:19:36.550
MD001|000046|上证中小|98032995	|10318955.54|3519.27      |3521.52		|3521.52		|3456.41	      |3464.29      |3464.29     |T0      |11:19:36.550
MD001|000047|上证全指|123477789	|14671623.01|3083.29      |3085.74		|3099.97		|3050.56	      |3057.88      |3057.88     |T0      |11:19:36.550
MD001|000048|责任指数|21442424	|3288176.92	|1313.62      |1314.76		|1328.29		|1306.40	      |1310.09      |1310.09     |T0      |11:19:36.550
MD001|000049|上证民企|16007188	|3050246.89	|1929.11      |1927.99		|1938.21		|1883.80	      |1889.06      |1889.06     |T0      |11:19:36.550
MD001|000050|50等权  |25444794	|4352667.47	|2239.39      |2241.52		|2253.57		|2213.55	      |2218.27	    |2218.27	 |T0      |11:19:36.550
MD001|000051|180等权 |60367307	|8391846.30	|7762.38      |7765.01		|7786.38		|7644.92	      |7659.92	    |7659.92	 |0T      |11:19:36.550
MD001|000052|50基本  |25444794	|4352667.47	|2723.52      |2726.70		|2743.10		|2707.74	      |2715.23	    |2715.23	 |T0      |11:19:36.550
MD001|000053|180基本 |60367307	|8391846.30	|9815.65      |9829.48		|9864.62		|9737.31	      |9761.22	    |9761.22	 |T0      |11:19:36.550
MD001|000054|上证海外|24155945	|3135262.45	|1211.24      |1214.47		|1222.49		|1205.47	      |1208.63      |1208.63     |T0      |11:19:36.550
MD001|000055|上证地企|17187293	|2446224.26	|1153.90      |1156.53		|1163.31		|1146.97	      |1149.32      |1149.32     |T0      |11:19:36.550
MD001|000056|上证国企|38395778	|4461749.13	|977.75       |979.29		|983.68			|971.00	  	      |973.01	    |973.01	     |T0      |11:19:36.550
MD001|000057|全指成长|27741582	|5072157.18	|3977.78      |3978.33		|4027.66		|3949.81	      |3962.30      |3962.30     |T0      |11:19:36.550
MD001|000058|全指价值|36453028	|3157967.78	|3603.94      |3609.37		|3633.91		|3587.00	      |3597.06      |3597.06     |T0      |11:19:36.550
MD001|000059|全R成长 |95231624	|12735838.98|2930.47      |2930.91		|2955.84		|2897.92	      |2905.88	    |2905.88	 |T0      |11:19:36.550
MD001|000060|全R价值 |103943071	|10821649.58|3207.06      |3211.42		|3215.12		|3173.82	      |3180.72	    |3180.72	 |T0      |11:19:36.550
MD001|000061|沪企债30|75559		|7703.91	|161.72       |16173  		|161.74		    |61.66	  	      |161.69	    |161.69	     |T0      |11:19:36.550
MD001|000062|上证沪企|8012847	|1146533.28	|1875.50      |1879.34		|1883.09		|1854.57	      |1859.70      |1859.70     |T0      |11:19:36.550
MD001|000063|上证周期|25938655	|3179687.76	|3007.87      |3014.24		|3041.66		|2999.64	      |3007.98      |3007.98     |T0      |11:19:36.550
MD001|000064|非周期  |27694835	|5221735.41	|2989.46      |2987.75		|3010.78		|2946.68	      |2954.39	    |2954.39	 |T0      |11:19:36.550
MD001|000065|上证龙头|26024030	|4702921.65	|3081.99      |3079.61		|3088.04		|3025.29	      |3032.74      |3032.74     |T0      |11:19:36.550
MD001|000066|上证商品|19339483	|1631328.06	|1453.26      |1462.12		|1462.12		|1432.81	      |1434.05      |1434.05     |T0      |11:19:36.550
MD001|000067|上证新兴|15863573	|3260055.97	|7177.33      |7163.53		|7163.53		|6982.78	      |7002.41      |7002.41     |T0      |11:19:36.550
