010|000001	|平安银行 	|316124	|4041900.93	    |12.78		|12.88	   |15.46     |10.3      |12.77		|12.77		|T0    |11:19:36.550
010|000002	|万 科Ａ	|293875	|7874400.90	  	|26.96		|27.10	   |32.52     |21.68     |26.73	    |26.73	    |T0    |11:19:36.550
010|000004	|国农科技	|55143	|1812300.12	  	|30.90		|31.15	   |37.38     |24.92     |33.99		|33.99		|T0    |11:19:36.550
010|000005	|世纪星源	|50173	|142300.79		|2.82		|2.81	   |3.37      |2.25      |2.83		|2.83		|T0    |11:19:36.550
010|000006	|深振业Ａ	|82647	|388000.91		|4.64		|4.67	   |5.6       |3.74      |4.67		|4.67		|T0    |11:19:36.550
010|000007	|全新好		|23128	|188900.51		|8.20		|8.17	   |9.8       |6.54      |8.13		|8.13		|T0    |11:19:36.550
010|000008	|神州高铁	|193428	|627000.74		|3.23		|3.24	   |3.89      |2.59      |3.22		|3.22		|T0    |11:19:36.550
010|000009	|中国宝安	|353844	|2279300.58	  	|6.37		|6.43	   |7.72      |5.14      |6.43		|6.43		|T0    |11:19:36.550
010|000010	|*ST美丽	|39452	|145900.13		|3.63		|3.63	   |4.36      |2.9       |3.69	    |3.69	    |T0    |11:19:36.550
010|000011	|深物业A	|47570	|419600.74		|8.68		|8.69	   |10.43     |6.95      |8.73	    |8.73	    |T0    |11:19:36.550
010|000012	|南 玻Ａ	|88564	|409100.99		|4.58		|4.65	   |5.58      |3.72      |4.61	    |4.61	    |T0    |11:19:36.550
010|000014	|沙河股份	|23907	|199100.90		|8.26		|8.28	   |9.94      |6.62      |8.31		|8.31		|T0    |11:19:36.550
010|000016	|深康佳Ａ	|886687	|7780100.51	  	|8.83		|8.87	   |10.64     |7.1       |8.74		|8.74		|T0    |11:19:36.550
010|000017	|深中华A	|72016	|276000.76		|3.76		|3.77	   |4.52      |3.02      |3.81	    |3.81	    |T0    |11:19:36.550
010|000019	|深粮控股	|257151	|1991700.63	  	|7.92		|7.68	   |9.22      |6.14      |7.71		|7.71		|T0    |11:19:36.550
010|000020	|深华发Ａ	|17126	|165600.10		|9.54		|9.54	   |11.45     |7.63      |9.63		|9.63		|T0    |11:19:36.550
010|000021	|深科技		|691992	|14072100.72	|20.40		|20.51	   |24.61     |16.41     |20.41		|20.41		|T0    |11:19:36.550
010|000023	|深天地Ａ	|127313	|2355400.84		|17.33		|17.50	   |21        |14        |18.19		|18.19		|T0    |11:19:36.550
010|000025	|特 力Ａ	|72283	|1434600.74		|19.54		|19.49	   |23.39     |15.59     |19.69	    |19.69	    |T0    |11:19:36.550
010|000026	|飞亚达		|88647	|821800.53		|9.11		|9.11	   |10.93     |7.29      |9.37		|9.37		|T0    |11:19:36.550
010|000027	|深圳能源	|41726	|225600.02		|5.40		|5.43	   |6.52      |4.34      |5.41		|5.41		|T0    |11:19:36.550
010|000028	|国药一致	|16990	|708200.53		|41.49		|41.50	   |49.8      |33.2      |41.78		|41.78		|T0    |11:19:36.550
010|000029	|深深房Ａ	|0		|0.00			|10.97		|0.00	   |0         |0         |0.00		|0.00		|T0    |11:19:36.550
010|000030	|富奥股份	|77860	|414200.48		|5.31		|5.33	   |6.4       |4.26      |5.35		|5.35		|T0    |11:19:36.550
010|000031	|大悦城		|54522	|298700.07		|5.46		|5.50	   |6.6       |4.4       |5.45		|5.45		|T0    |11:19:36.550
010|000032	|深桑达Ａ	|43960	|755100.92		|16.83		|16.91	   |20.29     |13.53     |17.15		|17.15		|T0    |11:19:36.550
010|000034	|神州数码	|122368	|3158000.97		|25.92		|26.20	   |31.44     |20.96     |25.66		|25.66		|T0    |11:19:36.550
010|000035	|中国天楹	|50695	|247300.85		|4.89		|4.92	   |5.9       |3.94      |4.87		|4.87		|T0    |11:19:36.550
010|000036	|华联控股	|44748	|156300.72		|3.48		|3.49	   |4.19      |2.79      |3.49		|3.49		|T0    |11:19:36.550
010|000037	|深南电A	|18646	|220100.23		|11.78		|11.73	   |14.08     |9.38      |11.79	    |11.79	    |T0    |11:19:36.550
010|000038	|深大通		|110859	|1068100.42		|9.44		|9.39	   |11.27     |7.51      |9.62		|9.62		|T0    |11:19:36.550
010|000039	|中集集团	|52922	|410100.11		|7.69		|7.71	   |9.25      |6.17      |7.79		|7.79		|T0    |11:19:36.550
010|000040	|东旭蓝天	|168038	|583100.17		|3.47		|3.49	   |4.19      |2.79      |3.45		|3.45		|T0    |11:19:36.550
010|000042	|中洲控股	|5620	|54300.09		|9.68		|9.61	   |11.53     |7.69      |9.69		|9.69		|T0    |11:19:36.550
010|000045	|深纺织Ａ	|42748	|313200.00		|7.22		|7.24	   |8.69      |5.79      |7.30		|7.30		|T0    |11:19:36.550
010|000046	|泛海控股	|127871	|516100.48		|3.99		|4.01	   |4.81      |3.21      |4.03		|4.03		|T0    |11:19:36.550
010|000048	|京基智农	|38044	|908100.43		|22.47		|22.85	   |27.42     |18.28     |24.08		|24.08		|T0    |11:19:36.550
010|000049	|德赛电池	|28091	|1020900.93		|36.32		|36.63	   |43.96     |29.3      |36.31		|36.31		|T0    |11:19:36.550
010|000050	|深天马Ａ	|95004	|1328700.61		|13.96		|14.01	   |16.81     |11.21     |13.96		|13.96		|T0    |11:19:36.550
010|000055	|方大集团	|31455	|131700.80		|4.18		|4.21	   |5.05      |3.37      |4.20		|4.20		|T0    |11:19:36.550
010|000056	|皇庭国际	|75989	|276400.69		|3.58		|3.58	   |4.3       |2.86      |3.64		|3.64		|T0    |11:19:36.550
010|000058	|深 赛 格	|418885	|3086200.13		|6.98		|6.98	   |8.38      |5.58      |7.26		|7.26		|T0    |11:19:36.550
010|000059	|华锦股份	|158217	|894100.24		|5.67		|5.65	   |6.78      |4.52      |5.61		|5.61		|T0    |11:19:36.550
010|000060	|中金岭南	|195227	|713400.31		|3.68		|3.70	   |4.44      |2.96      |3.64		|3.64		|T0    |11:19:36.550
010|000061	|农 产 品	|209727	|1401200.65		|6.69		|6.68	   |8.02      |5.34      |6.71		|6.71		|T0    |11:19:36.550
010|000062	|深圳华强	|23965	|296200.32		|12.37		|12.46	   |14.95     |9.97      |12.30		|12.30		|T0    |11:19:36.550
010|000063	|中兴通讯	|725248	|30057300.46	|41.13		|41.43	   |49.72     |33.14     |41.16		|41.16		|T0    |11:19:36.550
010|000065	|北方国际	|24762	|185400.35		|7.38		|7.44	   |8.93      |5.95      |7.46		|7.46		|T0    |11:19:36.550
010|000066	|中国长城	|254885	|3247100.02		|12.66		|12.79	   |15.35     |10.23     |12.69		|12.69		|T0    |11:19:36.550
010|000068	|华控赛格	|238077	|828800.46		|3.39		|3.38	   |4.06      |2.7       |3.44		|3.44		|T0    |11:19:36.550
010|000069	|华侨城Ａ	|166939	|1067600.30		|6.38		|6.45	   |7.74      |5.16      |6.40		|6.40		|T0    |11:19:36.550
010|000070	|特发信息	|136690	|1375900.65		|9.96		|10.05	   |12.06     |8.04      |10.07		|10.07		|T0    |11:19:36.550
010|000078	|海王生物	|657876	|3176300.14		|4.75		|4.75	   |5.7       |3.8       |4.85		|4.85		|T0    |11:19:36.550
010|000088	|盐 田 港	|22762	|103600.53		|4.55		|4.55	   |5.46      |3.64      |4.56		|4.56		|T0    |11:19:36.550
010|000089	|深圳机场	|76045	|581800.27		|7.57		|7.60	   |9.12      |6.08      |7.67		|7.67		|T0    |11:19:36.550
010|000090	|天健集团	|65742	|323700.15		|4.89		|4.89	   |5.87      |3.91      |4.90		|4.90		|T0    |11:19:36.550
010|000096	|广聚能源	|7631	|84600.92		|11.14		|11.10	   |13.32     |8.88      |11.09		|11.09		|T0    |11:19:36.550
010|000099	|中信海直	|31924	|203300.93		|6.35		|6.44	   |7.73      |5.15      |6.36		|6.36		|T0    |11:19:36.550
010|000100	|TCL科技	|3040314|13913500.69	|4.61		|4.65	   |5.58      |3.72      |4.57	    |4.57	    |T0    |11:19:36.550
010|000150	|宜华健康	|415517	|2173100.21		|5.17		|5.20	   |6.24      |4.16      |5.35		|5.35		|T0    |11:19:36.550
010|000151	|中成股份	|22592	|188400.21		|8.34		|8.38	   |10.06     |6.7       |8.32		|8.32		|T0    |11:19:36.550
010|000153	|丰原药业	|95258	|679300.53		|7.05		|7.06	   |8.47      |5.65      |7.16		|7.16		|T0    |11:19:36.550
010|000155	|川能动力	|52832	|213500.03		|4.02		|4.01	   |4.81      |3.21      |4.05		|4.05		|T0    |11:19:36.550
010|000156	|华数传媒	|98177	|974000.32		|9.83		|9.98	   |11.98     |7.98      |9.98		|9.98		|T0    |11:19:36.550
010|000157	|中联重科	|229773	|1399500.48		|6.10		|6.11	   |7.33      |4.89      |6.10		|6.10		|T0    |11:19:36.550
010|000158	|常山北明	|418049	|3843300.46		|9.14		|9.21	   |11.05     |7.37      |9.22		|9.22		|T0    |11:19:36.550
010|000159	|国际实业	|92877	|503700.81		|5.41		|5.50	   |6.6       |4.4       |5.37		|5.37		|T0    |11:19:36.550
010|000166	|申万宏源	|365643	|1633000.78		|4.43		|4.46	   |5.35      |3.57      |4.46		|4.46		|T0    |11:19:36.550
010|000301	|东方盛虹	|40002	|199100.98		|4.94		|4.98	   |5.98      |3.98      |4.98		|4.98		|T0    |11:19:36.550
010|000333	|美的集团	|139853	|6760000.10		|48.24		|48.52	   |58.22     |38.82     |48.30		|48.30		|T0    |11:19:36.550
010|000338	|潍柴动力	|279089	|3681000.18		|13.08		|13.17	   |15.8      |10.54     |13.25		|13.25		|T0    |11:19:36.550
010|000400	|许继电气	|283749	|3982800.52		|13.60		|13.68	   |16.42     |10.94     |14.12		|14.12		|T0    |11:19:36.550
010|000401	|冀东水泥	|212874	|4285900.35		|19.97		|20.17	   |24.2      |16.14     |20.00		|20.00		|T0    |11:19:36.550
010|000402	|金 融 街	|29224	|196500.71		|6.72		|6.78	   |8.14      |5.42      |6.74		|6.74		|T0    |11:19:36.550
010|000403	|双林生物	|17280	|648100.03		|37.05		|37.13	   |44.56     |29.7      |37.80		|37.80		|T0    |11:19:36.550
010|000404	|长虹华意	|31209	|113400.80		|3.64		|3.65	   |4.38      |2.92      |3.63		|3.63		|T0    |11:19:36.550
010|000407	|胜利股份	|222317	|816900.89		|3.57		|3.58	   |4.3       |2.86      |3.66		|3.66		|T0    |11:19:36.550
010|000408	|藏格控股	|59319	|360300.16		|6.08		|6.12	   |7.34      |4.9       |6.06		|6.06		|T0    |11:19:36.550
010|000409	|ST地矿		|26001	|111900.17		|4.33		|4.36	   |5.23      |3.49      |4.29		|4.29		|T0    |11:19:36.550
010|000410	|*ST沈机	|15997	|82500.02		|5.14		|5.13	   |6.16      |4.1       |5.14	    |5.14	    |T0    |11:19:36.550
010|000411	|英特集团	|17547	|206400.47		|11.70		|11.80	   |14.16     |9.44      |11.82		|11.82		|T0    |11:19:36.550
010|000413	|东旭光电	|621755	|1990700.30		|3.17		|3.19	   |3.83      |2.55      |3.18		|3.18		|T0    |11:19:36.550
010|000415	|渤海租赁	|248966	|735100.41		|2.91		|2.93	   |3.52      |2.34      |2.95		|2.95		|T0    |11:19:36.550
010|000416	|民生控股	|98780	|471700.98		|4.68		|4.70	   |5.64      |3.76      |4.71		|4.71		|T0    |11:19:36.550
010|000417	|合肥百货	|82961	|386300.17		|4.61		|4.61	   |5.53      |3.69      |4.66		|4.66		|T0    |11:19:36.550
010|000419	|通程控股	|23504	|98800.43		|4.17		|4.18	   |5.02      |3.34      |4.21		|4.21		|T0    |11:19:36.550
010|000420	|吉林化纤	|619202	|1500500.35		|2.42		|2.38	   |2.86      |1.9       |2.42		|2.42		|T0    |11:19:36.550
010|000421	|南京公用	|12025	|50600.44		|4.20		|4.21	   |5.05      |3.37      |4.22		|4.22		|T0    |11:19:36.550
010|000422	|ST宜化		|67479	|178400.43		|2.63		|2.63	   |3.16      |2.1       |2.64		|2.64		|T0    |11:19:36.550
010|000423	|东阿阿胶	|53711	|1472200.91		|26.77		|26.90	   |32.28     |21.52     |27.72		|27.72		|T0    |11:19:36.550
010|000425	|徐工机械	|1105106|6249000.55		|5.69		|5.70	   |6.84      |4.56      |5.65		|5.65		|T0    |11:19:36.550
010|000426	|兴业矿业	|76336	|421600.88		|5.50		|5.52	   |6.62      |4.42      |5.53		|5.53		|T0    |11:19:36.550
010|000428	|华天酒店	|518573	|1813600.96		|3.23		|3.40	   |4.08      |2.72      |3.55		|3.55		|T0    |11:19:36.550
010|000429	|粤高速Ａ	|15467	|109400.25		|7.01		|7.01	   |8.41      |5.61      |7.10		|7.10		|T0    |11:19:36.550
010|000430	|张家界		|78425	|402500.23		|5.07		|5.08	   |6.1       |4.06      |5.18		|5.18		|T0    |11:19:36.550
010|000488	|晨鸣纸业	|338412	|1745600.92		|5.11		|5.08	   |6.1       |4.06      |5.17		|5.17		|T0    |11:19:36.550
010|000498	|山东路桥	|108870	|576200.66		|5.37		|5.30	   |6.36      |4.24      |5.27		|5.27		|T0    |11:19:36.550
